model,mileage,vol_engine,fuel,price(usd)
megane,148000,1997,2,6975.0
fiesta,162000,1399,1,3375.0
a3,206000,1598,1,5725.0
megane,162000,1598,2,7475.0
clio,5,999,0,16950.0
c-klasa,265678,2148,1,7225.0
astra,27282,1598,2,12500.0
sportage,171000,2000,2,4475.0
c-klasa,189000,1598,1,16725.0
octavia,123470,1968,1,19975.0
c-klasa,327000,2148,1,1875.0
focus,263000,1498,1,9475.0
megane,5,1332,2,22750.0
clio,25000,898,2,13599.75
focus,191000,1596,2,6000.0
insignia,218000,1956,1,9225.0
seria-1,111111,1995,2,3225.0
insignia,75937,1956,1,23500.0
clio,130869,1149,2,4250.0
fiesta,47519,1242,2,7475.0
a3,106780,1798,2,16124.75
leon,156000,1390,2,4875.0
a6,307000,2500,1,2225.0
focus,70000,1499,1,16725.0
qashqai,129298,1598,1,20749.75
ceed,198000,1582,1,9975.0
fiesta,25637,1084,2,7000.0
focus,109000,1596,2,9975.0
sportage,80000,1591,2,16225.0
leon,143004,2000,2,7225.0
e-klasa,246000,2143,1,12250.0
passat,202000,1984,2,3875.0
corsa,115015,1398,2,9225.0
passat,267408,1896,1,1749.75
focus,220000,1600,2,2475.0
seria-3,59164,1995,1,21500.0
qashqai,10,1332,2,36712.5
qashqai,129075,1598,2,8975.0
fabia,98514,1000,2,11975.0
passat,243000,1595,2,4875.0
a6,122500,1968,1,31500.0
a4,278000,1984,2,4550.0
leon,216000,1896,1,2375.0
passat,190000,1968,1,16850.0
a6,69000,1968,1,34975.0
seria-1,186227,1995,1,9450.0
seria-5,186000,1995,1,20975.0
sportage,122780,1998,1,13725.0
c-klasa,159000,1598,1,17975.0
passat,245000,1968,1,6225.0
seria-3,255000,1995,1,10500.0
a4,14000,1984,2,31577.0
passat,295000,1896,1,2247.5
focus,27593,1997,1,21499.75
astra,96044,1598,2,3375.0
seria-1,149000,1995,1,9975.0
i30,42302,1368,2,13725.0
seria-3,156300,1796,2,6700.0
astra,20114,1598,1,14150.0
fabia,165000,1198,2,3225.0
golf,230000,1390,2,4825.0
clio,65900,898,2,7497.5
astra,230000,1796,2,3375.0
seria-3,185000,1995,2,5450.0
a4,144879,1395,2,21725.0
insignia,230000,1956,1,5375.0
golf,211747,1390,2,3350.0
e-klasa,177000,2497,1,6250.0
focus,10,999,2,31737.5
clio,95500,1149,2,8975.0
golf,243000,1968,1,11072.5
a6,290000,1968,1,8675.0
golf,163000,999,2,13725.0
astra,180000,1598,2,4825.0
mondeo,85516,1997,1,18224.75
a6,271684,2393,0,4750.0
fiesta,159600,1242,2,4225.0
astra,170000,1364,2,6749.75
a3,190000,1968,1,10499.75
golf,139000,1968,1,10250.0
insignia,215359,1796,0,7500.0
sportage,183000,1998,1,12875.0
seria-3,59946,1995,1,28725.0
clio,123000,1149,0,4225.0
c-klasa,72667,1991,2,24500.0
a3,213000,1896,1,7125.0
focus,143654,1499,1,10975.0
corsa,160000,1398,0,8425.0
leon,20900,1498,2,12225.0
fabia,88000,1198,2,4475.0
e-klasa,260000,2143,1,11700.0
mondeo,236522,1997,1,8475.0
focus,130453,1499,1,11725.0
fabia,220000,1198,2,800.0
seria-3,199900,1796,2,1222.5
fiesta,131000,1242,2,5475.0
seria-5,234000,1995,1,16225.0
megane,102000,1618,2,18750.0
passat,169562,1968,1,24475.0
clio,110000,1461,1,7225.0
seria-1,88000,1500,1,15225.0
mondeo,126000,1997,1,8475.0
fiesta,170000,998,2,7250.0
seria-5,218000,2497,1,7475.0
golf,92174,1498,2,18949.75
a6,91790,1968,1,31944.25
clio,153000,1149,2,3700.0
insignia,172000,1796,2,6250.0
ceed,156000,1582,1,8375.0
octavia,173950,1197,2,9400.0
focus,11085,999,2,24975.0
a4,283000,1968,1,3975.0
astra,156000,1686,1,3400.0
a3,71282,1498,2,20975.0
focus,236494,1388,2,1475.0
seria-1,126600,1995,1,12475.0
fiesta,168000,1388,0,4650.0
astra,182312,1598,2,4225.0
i30,227102,1582,1,7475.0
leon,145950,1598,2,3975.0
seria-3,247000,1995,1,6087.5
astra,141000,1598,2,8375.0
focus,75194,1596,2,8975.0
insignia,199000,1998,2,7725.0
octavia,96800,1395,2,18725.0
fabia,171553,1598,2,4975.0
fabia,48800,999,0,10725.0
a4,180429,1984,2,9500.0
focus,194000,1998,1,5725.0
passat,42142,1968,1,28725.0
passat,178000,1968,1,14499.75
astra,164000,1364,2,7225.0
leon,154864,1197,2,7125.0
qashqai,258000,1995,1,6475.0
seria-3,244000,2171,2,3725.0
golf,248000,1896,1,4625.0
corsa,158848,1229,2,3175.0
fiesta,164000,1388,2,2975.0
a4,290000,1896,1,3550.0
clio,183160,1149,2,3975.0
fabia,98000,1422,1,12200.0
c-klasa,92000,1991,2,34975.0
sportage,140922,1685,1,14249.75
seria-3,111482,1499,2,21699.75
i30,91007,1396,0,10250.0
octavia,200000,1595,2,4200.0
sportage,15362,1591,2,23250.0
a4,312351,2393,2,2625.0
fabia,9,999,2,16925.0
fiesta,129000,1242,2,4225.0
qashqai,86000,1618,2,18972.75
a3,266000,1896,1,1975.0
megane,99000,1461,1,12475.0
astra,138200,1399,2,12475.0
sportage,210890,1685,1,9125.0
i30,5,998,2,21650.0
i30,209452,1582,1,8375.0
c-klasa,32312,1796,2,11250.0
insignia,132195,1956,1,17499.75
astra,208000,1598,2,3200.0
seria-3,214000,1995,2,4050.0
astra,92000,1364,2,6999.75
focus,226000,1560,1,2575.0
leon,27575,1984,2,33975.0
a3,297500,1781,2,1749.75
astra,120341,1598,1,10375.0
seria-1,151236,1597,2,6225.0
fabia,57000,999,2,11497.5
focus,233000,1999,2,2175.0
octavia,46884,1498,2,20500.0
golf,123000,1598,1,14125.0
corsa,196000,1229,2,3225.0
a3,163547,1595,2,1475.0
passat,236500,1968,1,9375.0
golf,53814,1498,2,21475.0
leon,90000,1395,2,13997.5
qashqai,231000,1995,1,8725.0
focus,173000,1498,1,10475.0
a4,253000,1968,1,8950.0
mondeo,336000,1997,1,4125.0
i30,5,1498,2,18975.0
seria-3,315000,1995,1,1725.0
corsa,128000,1229,2,3475.0
seria-3,220000,1995,1,11950.0
astra,231031,1364,2,7700.0
seria-3,201000,1995,2,6725.0
mondeo,260000,1997,1,4975.0
astra,16369,1399,2,16250.0
mondeo,196000,1596,2,6475.0
a3,46900,1498,2,27475.0
golf,58997,999,2,16225.0
insignia,87675,1796,2,13150.0
focus,139000,1560,1,10200.0
astra,194000,1686,1,4749.75
c-klasa,335000,2148,1,2125.0
megane,33285,1461,1,19975.0
i30,79000,1396,2,6225.0
megane,203000,1598,0,2100.0
i30,37718,1582,1,9125.0
leon,56800,1395,2,19975.0
golf,203540,1968,1,7725.0
sportage,274090,1975,2,4475.0
seria-1,168000,1995,1,6725.0
fabia,85000,1197,2,8000.0
golf,153000,1390,2,4225.0
seria-3,337000,1995,1,5725.0
astra,112000,1364,2,7225.0
mondeo,140000,1999,2,5850.0
ceed,154000,1396,2,5200.0
seria-5,212000,1969,1,17499.75
corsa,144000,998,2,2725.0
golf,260000,1968,1,7750.0
golf,189250,1968,1,7500.0
corsa,1,1199,2,19569.0
seria-3,85000,1995,1,24725.0
octavia,88589,1798,2,7250.0
astra,181200,1364,2,4225.0
astra,155000,1998,2,14475.0
corsa,153200,1229,0,5200.0
fiesta,80000,998,2,8000.0
insignia,265000,1956,1,5450.0
astra,143000,1598,1,14300.0
golf,104500,1395,2,19250.0
a3,30864,1498,2,30225.0
focus,165000,1596,2,3725.0
mondeo,62218,1999,2,17475.0
i30,186000,1582,1,4700.0
c-klasa,39300,1598,1,19750.0
insignia,246000,1956,1,5225.0
mondeo,123500,1596,2,6125.0
focus,47000,999,2,11475.0
a4,240000,1781,2,7225.0
seria-5,210000,1995,1,13625.0
golf,80946,999,2,16475.0
seria-3,184480,1895,2,3000.0
a4,245000,1968,1,10225.0
a6,227000,1968,1,5475.0
mondeo,197280,2179,1,10600.0
clio,142873,1149,2,5000.0
octavia,91955,1500,2,21725.0
octavia,117483,1968,1,17475.0
focus,143251,1499,2,16625.25
seria-5,226000,1995,1,6750.0
astra,157453,1364,2,9249.75
clio,62313,1461,1,11225.0
leon,61000,1395,2,12475.0
golf,186073,1598,1,9975.0
golf,248000,1896,1,1775.0
insignia,67200,1956,1,18225.0
passat,197000,1968,1,9725.0
octavia,270000,1984,2,1425.0
astra,75000,1598,2,8333.25
a3,203000,1798,2,4975.0
astra,230000,1364,0,5725.0
clio,167000,1461,1,8399.5
megane,21745,1461,1,21225.0
octavia,270500,1598,1,5125.0
sportage,124720,1591,2,13500.0
insignia,133500,1956,1,7625.0
seria-5,239522,1995,1,4900.0
leon,145500,1598,1,10375.0
corsa,23000,1199,0,8763.75
sportage,97430,1591,2,13725.0
insignia,153430,1956,1,20475.0
a4,202202,1968,1,17499.75
golf,279000,1390,0,2150.0
a3,172156,1390,2,7475.0
e-klasa,118000,1796,2,13100.0
c-klasa,172000,1796,2,4749.75
clio,94248,1149,2,8725.0
astra,171000,1600,2,3725.0
astra,160000,1796,2,3450.0
golf,74000,1395,2,17225.0
seria-5,265000,2494,2,2475.0
passat,7650,1968,1,24375.0
qashqai,150000,1598,2,8925.0
seria-1,199000,1597,2,4950.0
golf,149000,1197,2,8375.0
fabia,99500,999,0,9475.0
mondeo,149000,1997,1,28725.0
a3,148000,1968,1,12125.0
seria-3,249000,1796,2,2225.0
leon,250000,1968,1,5725.0
astra,195145,1686,1,1725.0
fabia,160000,1390,2,2100.0
corsa,20408,1199,2,15750.0
octavia,119000,1598,1,6725.0
c-klasa,78600,1595,2,28975.0
fabia,47000,999,2,8999.75
i30,150000,1349,2,4975.0
astra,31000,1399,2,14225.0
a6,290000,2773,2,8350.0
astra,174000,1364,2,2975.0
fabia,168880,1397,2,1225.0
seria-3,90000,2000,1,21225.0
a6,200000,2393,2,5725.0
a4,12345,1968,1,34975.0
i30,107000,1591,2,9975.0
astra,80752,1399,2,14500.0
sportage,65276,1591,2,14250.0
seria-5,178000,1995,1,6750.0
e-klasa,120000,2143,1,11250.0
leon,144000,1395,2,10975.0
fabia,15500,999,2,16000.0
seria-5,243000,1995,1,12725.0
leon,160000,1598,1,8725.0
insignia,66305,1956,1,21025.0
seria-3,100974,1998,2,25800.0
focus,230000,1798,2,4999.75
golf,174000,1968,1,10500.0
astra,182000,1686,1,5875.0
ceed,260548,1591,2,8225.0
astra,11000,999,2,12950.0
golf,20170,1498,2,34975.0
seria-3,66095,1499,2,26225.0
ceed,150000,1396,2,9778.5
astra,87000,1598,1,16225.0
fiesta,188320,1399,1,1875.0
seria-3,89317,1995,1,29475.0
clio,185000,1598,2,3725.0
octavia,84000,1498,2,21225.0
fabia,179800,1390,2,2225.0
corsa,20200,1199,2,11875.0
golf,254000,1390,2,750.0
qashqai,148484,1598,1,21925.0
seria-3,218000,1995,2,5749.75
megane,48055,1598,2,13500.0
a3,181706,1595,2,2812.5
corsa,207766,1398,2,6247.5
focus,250000,1796,2,950.0
focus,190000,1560,1,3225.0
fiesta,212000,1242,2,4475.0
seria-3,230000,1796,2,2499.75
astra,83282,1598,1,12000.0
seria-5,232670,1991,2,2499.75
astra,88000,1364,2,9499.75
qashqai,76000,1197,2,14999.75
seria-5,186254,1995,1,31500.0
fiesta,92618,1560,1,7125.0
passat,223287,1968,1,20350.0
octavia,136906,1598,1,16725.0
astra,137300,1598,2,4225.0
octavia,160000,1968,1,19975.0
focus,28020,1498,2,23225.0
fiesta,139000,1242,2,4475.0
passat,270000,1968,1,9800.0
leon,92692,1395,2,13475.0
fiesta,68321,1242,2,6225.0
clio,135300,1461,1,7475.0
a4,140000,1968,1,26752.5
sportage,96685,1685,1,18125.0
insignia,174500,1956,1,6500.0
a4,163000,1984,2,5225.0
qashqai,40000,1332,2,19725.0
fabia,99456,999,0,11974.75
astra,55106,1399,2,18225.0
megane,239000,1598,1,7225.0
seria-5,229000,1995,1,15725.0
clio,94848,1149,2,8625.0
a4,218000,1968,1,7499.75
a6,210670,1968,1,20375.0
insignia,185000,1956,1,9500.0
mondeo,160000,1753,1,5225.0
insignia,121087,1956,1,21250.0
passat,301000,1598,1,6475.0
octavia,153706,1968,1,15975.0
ceed,80000,1582,1,9225.0
seria-5,229000,1995,1,14200.0
sportage,13900,1591,2,22225.0
a3,230658,1968,1,4622.5
passat,36906,1968,1,23974.75
insignia,178000,1598,1,11225.0
a4,212000,1968,1,19975.0
qashqai,67441,1598,1,16225.0
golf,98800,2000,2,15725.0
insignia,91500,1598,2,5000.0
mondeo,46170,1498,2,21225.0
astra,206000,1598,2,3225.0
e-klasa,203187,2148,1,6725.0
passat,316000,1595,2,799.75
passat,68971,1968,1,15750.0
a4,259000,1968,1,4225.0
seria-3,169000,1895,2,1749.75
seria-3,152190,1995,2,8725.0
seria-3,122286,1995,1,12249.75
c-klasa,322109,1799,2,1247.5
leon,137000,1896,1,2650.0
astra,62801,1598,1,11070.0
mondeo,99500,1498,2,18725.0
ceed,92025,1598,1,16975.0
clio,117000,1149,0,8725.0
seria-5,220000,1995,1,36250.0
passat,264000,1598,1,7900.0
qashqai,46065,1197,2,18975.0
focus,296000,1997,1,3300.0
golf,113782,1968,1,18225.0
clio,125000,1461,1,1350.0
c-klasa,197000,2148,1,3475.0
megane,38000,1197,2,12225.0
megane,5,1300,2,22750.0
seria-3,270000,1995,2,8225.0
a6,146600,2000,1,32225.0
octavia,45000,1968,1,18999.75
fabia,86073,999,2,9475.0
fiesta,139000,998,2,8975.0
a3,183700,1595,2,6175.0
leon,184500,1390,2,5225.0
golf,157525,1390,2,4125.0
a4,214000,1968,1,11237.5
golf,237723,1595,2,4200.0
a3,255800,1968,1,9975.0
octavia,229000,1595,0,6111.0
i30,60600,1598,1,24975.0
a3,195000,1798,2,8475.0
astra,227907,1248,1,4725.0
leon,145000,1984,2,8225.0
golf,134325,1390,2,2675.0
a3,18170,999,2,34975.0
a3,251000,1595,2,1125.0
leon,127000,1968,1,12225.0
a4,168000,1395,2,18950.0
c-klasa,168446,1595,2,28725.0
insignia,297000,1956,1,4675.0
corsa,160000,1248,1,2225.0
qashqai,191900,1997,2,8725.0
octavia,170000,1968,1,13975.0
astra,200000,1598,2,3725.0
fabia,170000,1390,2,2875.0
golf,310000,1896,1,2750.0
clio,103948,1149,2,7500.0
astra,208000,1956,1,7875.0
seria-3,88000,1995,1,26225.0
insignia,251280,1956,1,5500.0
astra,208000,1686,1,5825.0
fiesta,174100,1498,1,6625.0
focus,190000,1596,2,3975.0
golf,179595,1390,2,1300.0
a3,165687,1595,2,5600.0
corsa,169000,1229,2,3225.0
corsa,131684,999,2,6875.0
astra,85000,1399,2,14725.0
qashqai,149000,1461,1,9125.0
insignia,74708,1490,2,20500.0
fabia,199195,1198,2,1749.75
megane,86845,1197,2,8225.0
qashqai,123000,1618,2,19999.75
passat,191381,1598,1,13750.0
qashqai,168000,1997,2,7750.0
leon,214000,1984,2,4499.75
astra,223000,1796,0,3749.75
a6,296000,2393,0,1975.0
passat,185000,1968,1,18125.0
ceed,102275,1582,1,13975.0
megane,236000,1197,2,10975.0
leon,189700,1968,1,14725.0
insignia,131500,1956,1,15225.0
seria-3,75000,1499,2,20725.0
seria-3,126000,1995,1,18475.0
a6,255421,1968,1,16975.0
seria-3,209225,1995,2,6500.0
astra,112129,1598,1,11250.0
astra,151476,1399,0,13475.0
seria-3,93000,2000,1,24975.0
a6,245000,1968,1,19725.0
focus,166000,1596,2,7475.0
golf,223000,1968,1,11750.0
fiesta,27267,1498,1,13475.0
golf,260000,1598,1,6125.0
focus,278223,1560,1,5725.0
i30,184823,1582,1,4000.0
seria-3,192807,1895,2,2000.0
seria-3,225000,1995,2,5725.0
seria-3,290000,1995,1,5750.0
golf,167000,1390,2,2100.0
seria-3,189000,1995,2,6475.0
a4,220000,1968,1,12725.0
seria-1,190000,1995,1,7437.5
a4,335000,1968,1,4000.0
fabia,70544,999,2,13475.0
seria-5,70000,1995,1,26250.0
octavia,152493,1390,2,7000.0
c-klasa,228000,1796,2,7975.0
octavia,180547,1598,1,8962.5
corsa,176185,1398,2,5400.0
sportage,199000,1998,1,12475.0
a6,220000,2393,2,5625.0
seria-1,211000,1599,2,4997.5
golf,201003,1598,1,9375.0
fiesta,188000,1299,2,1422.5
seria-3,10500,1995,1,29500.0
c-klasa,234326,1998,2,725.0
astra,177300,1686,1,8200.0
golf,46730,1395,2,17475.0
i30,131000,1396,2,4975.0
a4,199990,1968,1,21225.0
golf,228000,1600,1,6225.0
golf,170000,1390,2,5475.0
astra,200000,1796,2,3975.0
qashqai,190656,1598,2,9725.0
golf,261000,1390,2,1725.0
c-klasa,177000,1796,2,3225.0
seria-3,207000,1995,1,14250.0
clio,191400,1149,2,1999.75
qashqai,173000,1995,1,9747.5
octavia,52000,1968,1,20725.0
octavia,36000,999,2,17400.0
focus,172000,1596,2,2100.0
focus,193101,1560,1,5250.0
qashqai,60000,1332,2,22175.0
i30,216500,1582,1,3975.0
octavia,84319,1395,2,19250.0
insignia,194000,1956,1,7400.0
astra,95046,1598,1,11000.0
focus,123000,1560,1,6725.0
clio,193000,1461,1,1875.0
megane,236000,1870,1,4250.0
mondeo,141000,1499,2,11225.0
focus,140000,1999,2,9975.0
golf,57000,1197,2,13125.0
qashqai,227000,1598,2,7225.0
astra,149291,1598,1,13000.0
megane,200000,1461,1,3999.75
qashqai,158000,1598,2,9475.0
clio,4,999,0,17300.0
astra,187000,1598,2,2499.75
qashqai,192000,1598,2,10700.0
fabia,216000,1198,2,999.75
focus,245000,1796,2,891.75
golf,57707,999,2,15725.0
insignia,146582,1956,1,16250.25
a4,218000,1896,1,4475.0
qashqai,124098,1197,2,13225.0
i30,218000,1591,2,3975.0
astra,113800,1364,2,12225.0
astra,130000,1598,0,10975.0
c-klasa,181000,1796,2,4499.75
leon,190000,1598,1,12499.75
ceed,150700,1396,2,5350.0
astra,99866,1399,2,13250.0
passat,293000,2771,0,1975.0
leon,155000,1595,2,5625.0
seria-5,58597,1995,1,34475.0
leon,230000,1598,1,9975.0
fabia,104284,999,2,10775.0
a4,155530,1968,1,19475.0
sportage,190000,1685,1,11475.0
seria-5,152000,1995,1,31975.0
astra,149800,1364,0,11475.0
passat,163000,1798,2,19475.0
leon,216614,1595,2,4125.0
passat,330400,1896,1,3875.0
i30,71368,1396,2,9475.0
seria-1,70500,1998,2,22975.0
insignia,207000,1598,1,9650.0
ceed,77000,1582,1,9975.0
astra,197000,1686,1,3550.0
octavia,101450,1390,2,6250.0
ceed,157129,1591,2,8475.0
c-klasa,204000,2148,1,3200.0
sportage,174000,1685,1,10725.0
qashqai,55600,1618,2,19975.0
fabia,223000,1390,2,2975.0
a3,220000,1595,2,3475.0
qashqai,26034,1332,2,25625.0
megane,26800,1461,1,20400.0
a6,125000,1968,1,27000.0
insignia,174000,1796,2,6975.0
a6,196000,1968,1,24475.0
fiesta,192240,1999,2,2750.0
fabia,141000,1198,2,1725.0
astra,244000,1910,1,4100.0
leon,39500,1395,2,20750.0
corsa,82421,1398,0,9000.0
qashqai,168752,1598,0,9975.0
a6,176837,1968,1,29725.0
a4,221000,1896,1,4975.0
qashqai,156218,1598,1,15475.25
corsa,100150,1229,2,4225.0
insignia,195093,1956,1,6225.0
insignia,222800,1956,1,6975.0
octavia,74100,1598,1,23700.0
a6,278023,2393,0,9200.0
clio,145000,1461,1,6675.0
i30,190000,1396,2,4225.0
focus,118632,1596,2,3975.0
mondeo,131000,1999,2,18234.75
astra,185656,1998,2,2750.0
leon,118557,1498,2,14225.0
passat,124950,1598,1,11475.0
fiesta,5,999,2,20375.0
seria-1,170755,1599,2,4650.0
golf,147000,1390,2,3725.0
leon,50653,1395,2,17375.0
passat,260000,1595,2,3675.0
e-klasa,203906,1796,2,5725.0
a4,250000,1896,1,3250.0
corsa,165840,998,2,1625.0
focus,216100,1997,1,4100.0
fabia,136320,1422,1,9975.0
fabia,58192,999,2,11225.0
leon,203000,1390,2,4725.0
seria-5,330000,2497,1,2725.0
golf,78481,1395,2,16975.0
focus,72900,999,2,10725.0
megane,140689,1397,2,6447.25
astra,132000,1600,1,11475.0
focus,129000,1596,0,9725.0
mondeo,208000,2000,1,12725.0
seria-3,271500,1995,0,2625.0
astra,240000,1598,2,1125.0
astra,120000,1598,2,3749.75
clio,218000,1149,2,2725.0
passat,215111,1968,1,19975.0
golf,141000,1390,2,7475.0
seria-3,229167,1796,2,1975.0
fabia,159000,1422,1,8250.0
e-klasa,168000,2148,1,5600.0
ceed,161277,1396,0,9471.0
focus,112220,1498,1,10475.25
a3,237000,1968,1,3725.0
leon,169370,1395,2,13725.0
a4,225000,1968,1,7975.0
focus,33000,999,2,18725.0
fiesta,256000,1560,1,2175.0
clio,74271,1149,2,8300.0
a4,300000,1968,1,7600.0
passat,243000,1984,2,4475.0
clio,216000,1461,1,1975.0
megane,45600,1461,1,14450.0
mondeo,158300,1753,1,4975.0
passat,240000,1968,1,8199.75
insignia,129000,1956,1,12475.0
a4,256000,1984,2,4225.0
astra,113565,1364,2,4150.0
megane,132500,1461,1,16225.0
a4,317000,1896,1,3875.0
focus,183200,1798,0,4237.5
megane,154600,1598,2,5975.0
fiesta,163000,1242,2,4475.0
seria-5,209807,1995,1,9600.0
mondeo,195600,1997,1,16225.0
i30,198095,1396,2,7575.0
seria-1,265000,1995,1,10375.0
e-klasa,206037,1950,1,33725.0
fabia,11983,999,2,14825.0
a3,248000,1598,1,7249.75
octavia,162000,1390,2,5475.0
megane,95000,1197,2,11225.0
corsa,139500,1248,1,6125.0
fabia,214000,1398,2,1375.0
clio,204000,1149,2,1950.0
a4,190070,1968,1,21225.0
megane,135000,1598,2,5999.75
clio,144000,1461,1,7425.0
golf,139972,1395,2,17225.0
i30,14324,1498,2,17000.0
seria-3,160000,1995,1,3175.0
seria-1,109000,1599,2,5487.5
octavia,91500,1598,1,19500.0
passat,169768,1798,2,19725.0
golf,280000,1598,1,6225.0
clio,126090,1149,0,9997.5
a4,128022,1968,1,31225.0
focus,147000,999,2,6375.0
a4,251000,2698,1,7249.75
corsa,150000,1199,2,1650.0
seria-3,134000,1995,2,5725.0
corsa,151493,1229,2,4250.0
seria-5,243051,1995,1,4625.0
qashqai,124000,1197,2,13450.0
golf,239000,1968,1,6225.0
mondeo,185000,1999,2,4725.0
c-klasa,225000,1796,0,6225.0
octavia,229000,1984,2,5450.0
c-klasa,215000,1796,2,4225.0
astra,105279,1398,2,6247.5
c-klasa,241000,1597,2,7497.5
golf,177000,1588,1,4550.0
astra,245000,1598,1,6225.0
insignia,200000,1956,1,8200.0
mondeo,173000,2521,2,8897.0
leon,137000,1598,2,2325.0
a3,185000,1390,2,5225.0
i30,5,1498,2,20000.0
octavia,300000,1600,1,6525.0
mondeo,144000,1997,1,16225.0
golf,60023,1390,2,21000.0
qashqai,1,1332,2,33737.5
a3,254000,1896,1,4975.0
a4,29906,1968,1,33725.0
mondeo,262500,1997,1,4475.0
a4,156000,1968,1,12725.0
golf,290000,1896,1,2725.0
c-klasa,222000,2143,1,20225.0
clio,164685,1149,2,2725.0
leon,92500,1395,2,15975.0
c-klasa,192635,2143,1,8950.0
qashqai,75000,1598,1,17975.0
e-klasa,75000,1998,2,8375.0
ceed,199900,1582,1,3975.0
megane,77167,1598,2,14000.0
a3,152000,1984,2,2375.0
astra,120580,1364,2,8750.0
focus,121000,1596,2,4225.0
golf,169000,1598,1,6575.0
passat,294000,1968,1,8375.0
i30,170000,1582,1,10301.25
mondeo,187000,1999,0,5175.0
megane,119000,1598,2,8499.75
golf,249000,1968,1,1975.0
c-klasa,37107,1497,2,29975.0
seria-5,299000,1995,1,11225.0
a4,286000,1968,1,12200.0
seria-3,22000,1995,1,37475.0
astra,186000,1598,2,725.0
golf,145500,1968,1,2650.0
a6,261000,1896,1,4200.0
octavia,5,1498,2,29825.0
a4,49200,1968,1,19999.75
astra,180000,1686,1,5975.0
focus,279000,1560,1,5400.0
astra,113500,1598,2,9975.0
focus,210000,1498,1,8975.0
sportage,82000,1591,2,22725.0
a6,144500,1984,2,7200.0
passat,150000,1896,1,3725.0
seria-5,265000,1995,1,14729.25
megane,121025,1598,2,6650.0
i30,38700,1368,2,15475.0
leon,235265,1900,1,4600.0
c-klasa,211539,1796,2,4725.0
megane,260000,1870,1,2225.0
fabia,204000,2000,2,2075.0
i30,18601,998,2,12175.0
golf,194000,1598,1,6200.0
i30,10,1500,2,21475.0
a4,208500,1968,1,16387.5
ceed,143138,1396,1,11225.0
fiesta,218633,1560,1,4000.0
a4,239080,1595,2,4725.0
golf,230000,1595,2,2999.75
a6,139985,1968,1,34975.0
astra,140000,1364,2,3725.0
a4,219390,1968,1,23750.0
megane,92661,1461,1,15975.0
mondeo,180655,1596,2,7750.0
sportage,35512,1591,2,26537.25
a6,268000,2496,1,1975.0
ceed,147540,1591,2,13475.0
c-klasa,232000,1796,2,6350.0
insignia,149000,1398,2,7975.0
a3,255500,1968,1,9997.5
golf,114090,1395,2,17249.75
passat,260000,1781,0,1725.0
corsa,23000,1200,2,16249.75
fabia,116682,1197,2,9475.0
i30,59755,1368,2,15497.5
a3,214000,1984,2,3495.0
seria-3,172000,1995,2,2475.0
mondeo,112000,1997,1,14250.0
ceed,5,998,2,19739.5
golf,175000,1390,2,3000.0
a6,180000,1968,1,20750.0
fabia,230000,1598,1,2975.0
mondeo,199000,1997,1,11475.0
insignia,179549,1956,1,6500.0
c-klasa,184800,1598,1,14725.0
seria-3,237000,1995,1,2300.0
leon,52960,1200,2,10375.0
a6,181462,1968,1,29474.75
c-klasa,188000,1597,2,10249.75
clio,60500,1197,2,12474.75
astra,98038,1598,1,13475.0
mondeo,122383,1997,1,19950.0
a3,121300,1598,1,15950.0
leon,198000,1968,1,3749.75
astra,83220,1598,1,15475.0
a3,122500,1595,2,8487.5
leon,116460,1598,1,14400.0
fiesta,175679,1399,1,4500.0
mondeo,207300,1997,1,8250.0
insignia,228015,1956,1,8475.0
c-klasa,253000,2143,1,8725.0
megane,190000,1900,1,5725.0
c-klasa,55000,1598,1,23975.0
megane,104000,1197,2,6225.0
a3,245000,1896,1,3625.0
focus,321000,1560,1,2475.0
ceed,40200,998,2,16225.0
megane,129800,1461,1,12200.0
seria-1,124000,1995,1,16175.0
i30,68051,1591,2,6750.0
qashqai,173117,1598,2,6225.0
mondeo,223342,1560,1,4625.0
sportage,220000,1591,2,9749.75
passat,236931,1968,1,8225.0
fabia,179800,999,2,9475.0
leon,192933,1968,1,7475.0
insignia,87000,1598,1,13725.0
passat,70000,1968,1,21525.0
fiesta,104000,1499,1,6925.0
fabia,100428,999,2,10225.0
insignia,187500,1956,1,12499.75
astra,172500,1364,2,7975.0
corsa,180000,998,2,2475.0
clio,178700,1461,1,7125.0
corsa,181000,1199,2,1575.0
focus,160000,1596,0,4475.0
corsa,96106,1229,2,7500.0
corsa,2900,1398,2,9975.0
corsa,108000,1398,0,9075.0
seria-3,240000,1995,2,5250.0
golf,191000,1595,2,3625.0
i30,7600,998,2,26225.0
seria-3,51230,1995,1,27475.0
fiesta,51000,998,2,14225.0
octavia,76069,999,2,11949.75
a6,278000,1968,1,5225.0
seria-5,150800,1995,1,35750.0
a6,182000,1968,1,15975.0
c-klasa,138000,1796,2,9475.0
astra,212000,1598,2,2629.0
leon,180000,1395,2,10725.0
seria-3,236000,1995,0,4487.5
golf,255000,1968,1,6700.0
insignia,154206,1956,1,16925.0
fiesta,215000,1560,1,3225.0
mondeo,162834,1800,2,5000.0
passat,113782,1968,1,23225.0
astra,106960,1399,2,18475.0
seria-1,39000,1995,1,23225.0
astra,172000,1598,2,1612.5
golf,185000,1598,1,5500.0
astra,164000,1364,2,6725.0
astra,179000,1364,2,6499.75
a6,147000,1968,1,23985.0
leon,74798,1395,2,19975.0
