model,mileage,vol_engine,fuel,price(usd)
golf,161000,1395,2,11475.0
e-klasa,276232,2148,1,5200.0
leon,225638,1390,2,4475.0
a4,218300,1595,2,5000.0
golf,1,1498,2,25777.5
seria-5,245000,1995,1,9249.75
octavia,225500,1598,1,9250.0
golf,215800,1390,2,1725.0
seria-5,201582,1995,1,8749.75
fiesta,189000,1242,2,3475.0
seria-3,237700,1995,2,5325.0
megane,149323,1598,2,5237.5
astra,7000,1598,2,11975.0
ceed,159553,1582,1,8472.25
a3,196000,1595,0,7375.0
mondeo,297411,1596,2,6225.0
clio,152639,1149,2,2875.0
qashqai,147000,1997,2,11600.0
seria-3,192801,1995,1,19475.0
leon,239580,1595,2,1725.0
astra,134693,1364,2,7975.0
seria-3,236000,2497,0,5725.0
a3,225600,1896,1,3875.0
focus,130700,1596,0,13700.0
mondeo,329000,1998,1,3225.0
octavia,130000,1968,1,14000.0
leon,78900,1395,2,18475.0
corsa,171091,973,2,925.0
fiesta,26106,1242,2,9350.0
seria-3,63000,1998,2,19975.0
a3,155643,1968,1,8225.0
i30,11,1482,2,22000.0
seria-5,274966,1993,1,7250.0
leon,149000,1395,2,13700.0
ceed,89300,1582,1,13725.0
golf,130000,1390,2,6225.0
e-klasa,276392,2148,1,4975.0
megane,235700,1998,2,2237.5
seria-5,220300,1995,1,23725.0
sportage,180000,1975,2,5875.0
seria-5,325000,1995,1,11249.75
seria-3,121000,1796,2,3487.5
focus,126604,1499,1,10000.0
sportage,90399,1591,2,17500.0
qashqai,152500,1598,1,10375.0
mondeo,158641,1997,1,5725.0
golf,38000,1395,2,13975.0
seria-3,241000,1995,1,6725.0
seria-1,118000,1596,2,4975.0
focus,120000,1498,1,12475.0
a4,83727,1984,2,28875.0
sportage,90475,1685,1,17000.0
insignia,224813,1998,2,7225.0
mondeo,177000,1997,1,9499.75
mondeo,203000,1753,1,4975.0
clio,85000,1200,2,7975.0
a4,280000,1896,1,2375.0
fiesta,47000,1242,2,7875.0
megane,38164,1598,2,16225.0
passat,199000,1968,1,5850.0
clio,114233,1149,2,2675.0
golf,106139,1968,1,27475.0
seria-1,187200,1995,1,14975.0
seria-5,285914,2494,0,5250.0
seria-1,27589,1499,2,25975.0
seria-1,203000,1995,2,4975.0
astra,149000,1796,2,3725.0
sportage,235000,1995,1,12225.0
fiesta,145000,1388,2,1925.0
astra,148000,1598,2,6475.0
focus,90010,1997,1,12475.0
golf,186000,1595,0,6625.0
astra,63000,1364,2,10749.75
fiesta,180000,1399,1,3375.0
sportage,286387,1991,1,3375.0
clio,112650,1461,1,2749.75
a4,79960,1968,1,37475.0
golf,185000,1390,2,1475.0
insignia,143500,1956,1,18225.0
megane,89000,1197,2,11975.0
corsa,138000,1200,2,4725.0
astra,37006,1399,2,16500.0
seria-5,184000,1995,1,12225.0
megane,5,1332,2,27125.0
astra,198000,1598,2,2875.0
leon,140705,1598,1,11475.0
a3,59000,1968,1,15749.75
octavia,54405,1598,1,15975.0
megane,222000,1870,1,4975.0
golf,158000,1595,2,5575.0
megane,103750,1461,1,11225.0
golf,144150,1896,1,3497.5
megane,98790,1998,2,4725.0
golf,208900,1390,2,975.0
octavia,200000,1598,1,14725.0
leon,159000,1968,1,14225.0
megane,165215,1197,2,14975.0
insignia,197000,1998,2,6749.75
c-klasa,225516,1796,2,9000.0
ceed,65116,1368,2,16725.0
astra,145000,1398,2,6975.0
seria-1,65000,1500,2,23750.0
seria-1,210000,1995,1,7249.75
a4,235943,1984,2,4375.0
megane,165200,1870,1,4475.0
fabia,181640,999,2,9725.0
seria-3,190000,1995,1,13475.0
qashqai,116000,1618,2,21875.0
golf,230000,1896,1,1975.0
astra,167380,1364,2,7475.0
focus,105000,1596,2,12975.0
fabia,117538,999,2,12475.0
mondeo,260000,1997,1,5125.0
octavia,128000,1984,2,15975.0
seria-3,310000,1995,2,4875.0
mondeo,190000,1999,2,5499.75
passat,131001,1798,2,25725.0
golf,110662,1598,1,15474.75
a3,89494,1498,2,18725.0
astra,231400,1364,2,8750.0
astra,239000,1796,2,3125.0
mondeo,184000,2261,2,3749.75
seria-1,130000,1995,1,8225.0
octavia,188000,1598,1,6550.0
octavia,156458,1598,2,4675.0
a4,222000,1968,1,14475.0
i30,187582,1396,1,8100.0
megane,176446,1598,2,4725.0
a4,187000,1968,1,4225.0
passat,200000,1595,2,3725.0
megane,156000,1998,2,5250.0
fiesta,8000,1499,2,11475.0
passat,88000,1968,1,26250.0
astra,190000,1364,2,7225.0
clio,50881,1149,2,8499.75
a6,276609,2698,1,4199.75
seria-3,118153,1995,1,16475.0
focus,61600,999,2,16725.0
focus,201220,1596,2,2725.0
seria-1,149000,1598,2,9975.0
golf,231333,1390,2,1675.0
i30,100000,1396,2,4997.5
seria-3,170030,1596,2,975.0
a4,199000,1781,2,4475.0
ceed,61000,1582,1,13475.0
passat,88000,1598,1,17475.0
golf,229000,1595,2,1050.0
leon,40744,1498,2,19725.0
mondeo,195000,1999,2,5725.0
seria-3,176000,1995,2,3500.0
a4,218000,1781,2,4475.0
c-klasa,197600,2143,1,9850.0
golf,26000,999,2,17375.0
a4,242000,1798,2,7475.0
a6,289000,2393,2,4975.0
seria-5,288000,1995,1,7775.0
seria-3,185000,1995,1,14225.0
fabia,75000,999,2,10498.75
astra,124250,1598,2,3975.0
astra,37983,999,2,13475.0
a6,241000,1984,2,4750.0
corsa,78000,1000,2,9975.0
megane,191270,1461,1,3225.0
qashqai,128000,1598,2,9975.0
a3,179000,1798,2,7475.0
a3,155000,1600,2,1375.0
seria-5,281560,1997,2,12875.0
astra,202039,1686,1,3975.0
qashqai,153000,1997,2,7700.0
a6,224000,1781,2,2200.0
seria-3,321777,1895,0,1425.0
golf,155088,1968,1,13000.0
clio,40000,999,2,11750.0
e-klasa,270000,2148,1,4125.0
fiesta,162000,1242,2,4475.0
a3,256000,1781,2,2350.0
a4,186000,1968,1,8475.0
seria-3,173842,1995,1,11975.0
seria-3,207000,1995,2,6000.0
astra,217500,1686,1,5725.0
qashqai,174000,1600,1,21725.0
c-klasa,270000,1796,2,7225.0
qashqai,180000,1598,2,6975.0
seria-3,40270,1998,2,34975.0
e-klasa,198000,1991,2,19000.0
leon,52500,1498,2,18725.0
i30,56563,1368,2,15475.0
octavia,187666,1598,1,11325.0
ceed,133047,1591,2,12472.25
a3,211252,1968,1,9475.0
golf,234521,1595,2,4475.0
golf,271400,1896,1,3975.0
ceed,92000,1396,2,8725.0
astra,74000,1598,1,12249.25
a4,144000,1968,1,18725.0
focus,52000,1596,0,10725.0
passat,140000,1984,2,18625.0
qashqai,39340,1618,2,23000.0
astra,68651,1598,2,10750.0
octavia,215000,1968,1,11725.0
megane,115000,1197,2,8950.0
passat,138200,1968,1,20725.0
astra,150000,1364,2,8475.0
octavia,114000,1598,1,10375.0
sportage,178000,1685,1,10725.0
golf,138700,1598,1,8625.0
seria-5,220000,1995,1,13300.0
focus,138000,1560,1,4975.0
a4,298500,1781,0,5600.0
astra,166030,1910,1,4075.0
astra,249000,1598,2,4249.75
seria-3,178000,1995,1,8100.0
corsa,53134,1229,2,6725.0
a6,300200,2771,2,1725.0
passat,170000,1968,1,21725.0
qashqai,251000,1997,2,7150.0
megane,197000,1598,1,6375.0
megane,59428,1197,2,8750.0
ceed,228500,1582,1,6725.0
focus,76413,999,2,12125.0
seria-1,250000,1995,2,3875.0
qashqai,142000,1598,2,8975.0
golf,42000,1896,1,475.0
megane,163600,1598,2,5225.0
megane,205567,1998,2,5975.0
insignia,106605,1997,1,19975.0
seria-3,168980,1995,2,5225.0
astra,301000,1686,1,2999.75
a6,292000,2393,0,6575.0
astra,165900,1598,2,6975.0
seria-3,300000,1991,0,3050.0
seria-3,53882,1995,1,24375.0
corsa,104000,1229,2,4475.0
a4,223000,1968,1,11475.0
fabia,174000,1198,2,1875.0
golf,65688,1984,2,34975.0
ceed,142596,1582,1,12225.0
leon,246000,1896,1,4675.0
fiesta,181000,1242,2,4875.0
fiesta,245121,1242,0,1225.0
astra,129000,1399,2,11675.0
astra,70555,1364,2,12997.5
golf,6791,999,2,24975.0
focus,173000,1997,1,11225.0
golf,161245,1598,1,12475.0
seria-3,97000,1499,2,20925.0
seria-5,268900,1995,1,14975.0
corsa,180000,1229,2,2425.0
seria-5,130000,1995,1,20875.0
astra,76803,1399,2,13249.75
a6,225000,1968,1,17250.0
astra,228500,1686,1,5725.0
seria-5,195000,1995,1,18450.0
clio,143000,1149,2,1025.0
insignia,207600,1956,1,10749.75
passat,160000,1968,1,16975.0
focus,157978,1596,2,4000.0
octavia,247799,1595,2,3000.0
golf,227321,1390,2,1475.0
astra,260000,1796,0,2175.0
insignia,73000,1598,2,10500.0
focus,23600,2261,2,30225.0
a3,48000,1498,2,26737.0
fiesta,165000,1388,2,4725.0
a4,222000,1968,1,7475.0
fabia,75800,999,0,12475.0
megane,182802,1461,1,6125.0
e-klasa,152000,2143,1,18750.0
corsa,60800,1400,0,12475.0
seria-5,270000,1995,1,18125.0
leon,270000,1598,1,9225.0
corsa,171900,1229,2,4497.5
octavia,199585,1598,2,2475.0
seria-5,244000,1995,1,21250.0
golf,254000,1781,2,3725.0
i30,14747,1498,2,17000.0
mondeo,249000,1498,2,14225.0
qashqai,49600,1200,2,16975.0
clio,158500,1149,0,9625.0
i30,1,1498,2,20553.0
seria-3,55500,1998,2,25000.0
a4,230152,1968,1,6225.0
mondeo,145000,1499,2,11750.0
a3,64804,1498,2,23677.5
a4,200000,1798,2,8225.0
seria-1,141500,1496,1,16250.0
seria-3,161000,1995,2,6000.0
golf,192000,1390,2,5975.0
i30,1,1498,2,21600.0
passat,306000,1896,1,4175.0
clio,182654,1461,1,5250.0
sportage,147000,1685,1,12800.0
golf,200000,1598,1,6475.0
megane,209000,1397,0,6125.0
focus,280000,1753,1,1014.75
seria-5,299563,1951,1,3400.0
passat,157783,1798,2,18000.25
focus,105186,999,2,8500.0
fiesta,220000,1242,2,5250.0
golf,182524,1598,1,13250.0
i30,141000,1396,2,8975.0
golf,198000,1896,1,4475.0
golf,182000,1984,2,6250.0
a4,275000,1968,1,4000.0
a4,236000,1968,1,14250.0
megane,157450,1461,1,10225.0
insignia,187720,1956,1,8975.0
octavia,101400,1390,2,6750.0
golf,239000,1400,2,2324.75
corsa,139604,1398,2,5497.5
octavia,188000,1968,1,19975.0
seria-3,121369,1995,2,5750.0
seria-5,315000,2171,0,5875.0
clio,10000,999,2,14125.0
seria-5,150000,1995,1,20975.0
fiesta,93221,1242,2,4225.0
astra,203150,1364,2,6250.0
seria-3,235000,1997,2,12475.0
seria-3,319000,1995,1,5250.0
golf,87426,1197,2,9150.0
a4,253000,1968,1,9250.0
c-klasa,160233,2143,1,12875.0
a6,197654,2393,2,4249.75
c-klasa,33000,1595,2,28075.0
octavia,154459,1395,2,18475.0
seria-1,210000,1995,1,5475.0
octavia,222000,1598,1,9749.75
golf,167000,1595,2,3725.0
a4,235000,1968,1,9725.0
seria-3,238000,1995,2,3997.5
golf,168000,1197,2,6925.0
astra,53000,1364,0,11750.0
corsa,109000,1229,2,5225.0
seria-3,281000,1895,2,1499.75
seria-3,250000,1991,2,3225.0
seria-3,193000,1995,2,6975.0
passat,215838,1968,1,9725.0
c-klasa,29889,1598,1,32250.0
a4,163000,1968,1,18225.0
passat,199789,1598,1,7725.0
passat,203000,1896,1,2725.0
octavia,195000,1598,1,14449.75
astra,169103,1598,1,10600.0
seria-3,295000,1995,0,5250.0
insignia,110629,1956,1,17222.0
a4,209057,1968,1,9725.0
passat,143021,1968,1,22224.75
mondeo,190000,1999,2,5875.0
astra,73889,1400,2,12725.0
a4,224000,1968,1,12475.0
focus,229600,1596,2,4249.75
astra,153000,1598,1,11450.0
qashqai,186325,1461,1,12950.0
i30,143000,1396,2,4575.0
passat,286114,1896,1,2000.0
astra,110040,1364,2,7999.75
passat,219000,1984,2,9750.0
astra,236118,1686,1,3725.0
a3,155288,1595,2,3975.0
fabia,322152,1896,1,1725.0
clio,29000,1461,1,11700.0
a3,243934,1595,2,5725.0
astra,84160,1598,1,14725.0
e-klasa,300000,2151,1,812.5
insignia,68716,1956,1,24625.0
c-klasa,230000,1796,2,1725.0
sportage,7,1598,2,30950.0
sportage,21271,1591,2,23975.0
mondeo,241000,1596,2,4225.0
golf,205000,1600,2,3600.0
mondeo,168000,1997,1,12875.0
insignia,221067,1364,0,8875.0
seria-3,236549,1995,1,7499.75
qashqai,310000,1997,2,9225.0
focus,128000,998,2,6400.0
corsa,141304,1229,0,5875.0
focus,172000,1999,2,4975.0
a4,138060,2000,1,25475.0
a3,299420,1896,1,4225.0
octavia,126637,1598,1,17475.0
astra,198500,1598,2,1625.0
astra,41000,1399,2,14125.0
c-klasa,167000,2143,1,12475.0
astra,70000,1598,1,10375.0
seria-3,177428,1995,1,8250.0
insignia,231300,1798,0,6475.0
clio,80000,1149,2,9378.75
passat,199318,1781,2,1725.0
a3,263923,1896,1,4225.0
corsa,207000,1229,2,3225.0
i30,9456,1498,2,22475.0
astra,150000,1364,2,6650.0
c-klasa,259000,1798,2,3249.75
seria-3,250000,1995,1,9725.0
qashqai,166000,1461,1,8725.0
astra,225000,1598,1,5425.0
golf,229500,1598,1,5975.0
fiesta,81659,998,2,9225.0
leon,94487,1598,1,14452.0
c-klasa,265000,2155,1,1500.0
insignia,80326,1956,1,24975.0
megane,90224,1197,2,16212.5
a4,240000,1968,1,24999.75
corsa,200000,1229,2,2050.0
sportage,242000,1975,2,6725.0
astra,126311,1364,2,8250.0
a3,133000,1798,2,10475.0
golf,98030,1968,1,22475.0
clio,143056,1149,0,9747.5
corsa,164000,1398,2,5475.0
octavia,83734,1498,2,17225.0
golf,162065,1595,0,6325.0
a4,219000,1781,2,5725.0
mondeo,103342,1499,2,21325.0
passat,62661,1968,1,26725.0
focus,160000,1596,2,3950.0
astra,158000,1598,1,11225.0
mondeo,138000,1997,1,16125.0
octavia,216000,1968,1,11450.0
seria-3,154600,1995,2,7725.0
insignia,164484,1956,1,13000.0
passat,283000,1968,1,4225.0
mondeo,258000,1997,1,3500.0
octavia,100563,1395,2,15250.0
focus,76291,998,2,6999.75
mondeo,226000,1997,1,6875.0
c-klasa,88444,1598,1,20875.0
seria-3,241300,1995,1,5712.25
focus,106000,1500,1,11875.0
passat,330000,1968,1,3625.0
qashqai,70000,1332,2,21725.0
seria-3,118069,1995,1,18247.5
golf,280000,1968,1,4975.0
a4,172448,1968,1,4225.0
fabia,21700,999,2,13825.0
seria-3,42447,1995,1,37693.75
fiesta,169932,1596,2,4999.75
corsa,177000,1229,2,3900.0
golf,228000,1598,1,5250.0
astra,131001,1600,1,11225.0
astra,211759,1598,0,2550.0
c-klasa,184420,1796,2,8750.0
focus,169000,1560,1,3975.0
corsa,167000,1199,2,1875.0
astra,132000,1598,2,6475.0
i30,179000,1396,1,6999.75
fiesta,169100,1242,2,3997.5
passat,209633,1896,1,4725.0
qashqai,161000,1618,2,15962.5
octavia,53000,1598,1,13725.0
focus,184682,1560,1,6375.0
a3,249000,1595,2,4725.0
leon,212500,1598,1,4749.75
a3,291000,1968,1,1800.0
a4,192000,1984,2,9975.0
ceed,255000,1582,1,3675.0
seria-3,81404,1995,1,21725.0
seria-3,203448,1995,2,6475.0
seria-5,319000,1995,1,12499.75
octavia,1,1498,2,32656.0
ceed,223000,1582,1,10475.0
qashqai,136208,1598,1,18975.0
insignia,35980,1998,2,34975.0
a4,219000,1781,2,6725.0
clio,65000,1618,2,16975.0
clio,196123,1149,2,1249.75
a4,311000,1968,1,4725.0
i30,187210,1396,2,3425.0
seria-3,108500,1995,2,1749.75
golf,89100,1968,1,17475.0
astra,333132,1598,0,4875.0
focus,174828,1499,1,10375.25
insignia,310000,1796,2,5722.0
insignia,219193,1956,1,8888.75
e-klasa,233541,1796,2,4375.0
fiesta,191566,1999,2,3450.0
a4,194800,1968,1,20625.0
octavia,188000,1598,2,3975.0
qashqai,38800,1332,2,26975.0
focus,216738,1560,1,5975.0
c-klasa,132000,2143,1,21124.75
leon,126303,1798,2,8500.0
leon,146003,1968,1,18725.0
insignia,190000,1956,1,6225.0
golf,171200,1390,2,4550.0
seria-1,224323,1995,1,4975.0
astra,178000,1998,2,4875.0
golf,109313,1395,2,21975.0
seria-3,226000,1995,2,4125.0
seria-3,236000,1895,2,2125.0
focus,145000,999,2,8225.0
golf,7,1498,2,27567.5
octavia,1,1498,2,31725.0
astra,199980,1248,1,5375.0
astra,180987,1598,2,2675.0
insignia,58711,1956,1,26225.0
mondeo,268000,1997,1,6475.0
corsa,63000,1364,2,9950.0
qashqai,91000,1197,2,13975.0
golf,174000,1595,2,1975.0
a3,195000,1896,1,1475.0
seria-3,245000,1995,1,11497.5
astra,205000,1364,2,3987.5
megane,46950,1461,1,19975.0
leon,187000,1595,2,1975.0
clio,68337,898,2,11212.5
clio,55000,1461,1,12225.0
passat,88087,1968,1,23475.0
passat,104618,1968,1,18225.0
megane,132000,1598,2,3249.75
i30,34700,1368,2,14975.0
seria-3,221000,2494,2,6725.0
sportage,109000,1591,2,14225.0
qashqai,235000,1598,1,7475.0
a3,118000,1984,2,18975.0
clio,165000,1598,2,4749.75
a4,311000,1896,1,2375.0
a6,126000,1984,2,15725.0
a6,250000,2698,1,6400.0
seria-3,218000,1995,2,4950.0
octavia,131049,1595,2,6000.0
insignia,208000,1956,1,11200.0
seria-1,252237,1995,1,6125.0
megane,10,1332,2,23372.5
seria-5,252000,2000,1,4625.0
golf,229000,1595,2,3875.0
sportage,186000,1685,1,10950.0
golf,30385,1498,2,21725.0
a4,266671,1984,2,3166.5
passat,202000,1598,1,8225.0
fabia,55355,1197,2,9999.75
seria-1,132000,1598,2,9225.0
octavia,76000,1395,2,16725.0
sportage,211600,1998,2,12200.0
i30,67800,1396,2,9125.0
seria-5,151000,1995,1,21475.0
mondeo,200000,1596,2,7450.0
seria-3,159800,1995,1,14475.0
mondeo,172000,1596,2,4225.0
focus,258000,1596,2,4375.0
a4,240000,1968,1,4975.0
mondeo,181463,1997,1,15749.75
golf,194000,1595,2,6250.0
mondeo,255000,1997,1,6975.0
corsa,80194,1398,2,6725.0
mondeo,257000,1997,1,7500.0
insignia,231009,1956,1,6625.0
astra,177985,1364,2,7350.0
leon,169000,1395,2,11749.75
seria-1,189200,1995,1,4975.0
golf,239700,1968,1,3999.75
sportage,92000,1591,2,11975.0
ceed,130000,1396,2,3475.0
a6,255526,2698,1,10725.0
passat,150983,1968,1,23475.0
ceed,109000,1598,1,16462.5
clio,112860,1461,1,7225.0
leon,192000,2000,1,11750.0
octavia,96000,1968,1,13875.0
astra,182000,1598,1,9475.0
octavia,66000,1600,1,20975.0
mondeo,188000,1997,1,14249.75
clio,67000,999,2,14225.0
octavia,297000,1896,1,3725.0
seria-1,169000,1995,2,5600.0
golf,203000,1598,1,13750.0
clio,115300,898,2,7375.0
clio,26072,898,2,14725.0
seria-3,300000,1995,1,1725.0
fiesta,171000,1388,2,1997.5
golf,120669,1390,2,1124.75
ceed,85200,1582,1,14975.0
corsa,31204,1398,2,9000.0
a3,184000,1984,2,4499.75
seria-3,260000,1995,1,4499.75
astra,81000,1598,1,10725.0
sportage,46362,1591,2,29962.5
seria-3,217000,1995,1,8625.0
astra,77000,998,2,10375.0
seria-5,29000,1995,1,34500.0
a4,314228,1595,0,1225.0
golf,211100,1598,2,1987.5
qashqai,210000,1997,2,9099.75
passat,238000,1968,1,16111.0
seria-3,304000,1995,1,9749.75
sportage,38000,1591,2,21475.0
i30,179000,1396,2,3999.75
fiesta,223000,1388,2,2225.0
leon,189750,1390,2,3975.0
a6,33000,2400,0,2625.0
a3,270000,1984,2,1900.0
fabia,149999,1197,2,5875.0
a4,252189,1968,1,8225.0
seria-1,216953,1995,2,3549.75
seria-3,190197,1995,1,14362.5
golf,89500,1390,2,6125.0
focus,213000,1596,2,4225.0
passat,123000,1798,2,19225.0
a4,292400,2698,1,5975.0
ceed,181955,1582,1,8200.0
clio,214200,1461,1,2450.0
focus,151100,1999,0,3999.75
megane,166377,1461,1,8225.0
fiesta,170000,1242,2,3700.0
corsa,6899,1398,2,10975.0
e-klasa,277000,2143,1,11975.0
sportage,133778,1591,2,14225.0
seria-5,92770,1997,2,14725.0
i30,108000,1591,2,10300.0
a4,125000,1595,2,3125.0
a4,145000,1800,2,8225.0
golf,111838,999,2,15975.0
leon,184000,1598,1,14100.0
astra,235000,1598,2,3950.0
a4,310000,1968,1,8725.0
seria-1,138218,1598,2,9999.75
focus,133575,1999,2,4499.75
focus,277033,1560,1,2975.0
fiesta,194074,1242,2,3975.0
passat,94030,1798,2,18975.25
golf,202400,1781,2,3225.0
leon,109000,1390,2,3875.0
mondeo,284151,1798,2,1275.0
leon,299700,1781,2,1975.0
astra,243600,1686,1,5975.0
insignia,97558,1490,2,19250.0
golf,203200,1390,2,5475.0
seria-3,202000,1995,1,10250.0
i30,141600,1396,2,8475.0
a4,141998,1968,1,26475.0
qashqai,192345,1461,1,12225.0
c-klasa,112000,1598,1,23700.0
insignia,119032,1490,2,23725.0
a4,45000,1984,2,20725.0
a6,259000,1968,1,12975.0
octavia,189000,1968,1,15125.0
a3,121344,1896,1,8250.0
a4,207000,1968,1,4725.0
octavia,53581,1984,2,24225.0
a3,113000,1595,2,8975.0
corsa,154000,1229,2,3975.0
c-klasa,192000,1796,2,4975.0
a4,199678,1968,1,5475.0
octavia,178000,1984,2,7475.0
octavia,282000,1968,1,6875.0
leon,153000,1968,1,7225.0
golf,118800,1400,2,17725.0
passat,84574,1798,2,26875.0
insignia,120000,1956,1,6125.0
golf,164000,1968,1,15700.0
a3,149592,1395,2,18475.0
seria-5,246021,1995,1,4975.0
astra,126915,1598,2,9750.0
passat,318000,1968,1,4000.0
golf,210000,1968,1,5375.0
a4,218000,1781,2,2950.0
passat,318681,1896,1,4125.0
golf,197686,1390,2,3987.5
astra,207189,1364,2,6874.75
passat,32500,1968,1,24975.0
golf,159300,1984,2,19499.75
a3,180000,1598,1,12125.0
seria-1,37000,1499,2,16247.5
seria-5,100000,1995,1,21000.0
passat,274191,1896,1,5475.0
a3,290000,1896,1,5975.0
i30,233000,1396,2,3875.0
passat,267000,1781,0,2300.0
c-klasa,181458,1796,2,2499.75
corsa,103480,1398,2,4975.0
astra,141300,1364,2,6175.0
qashqai,222000,1997,2,9700.0
focus,225000,1753,1,3000.0
focus,188000,1596,2,3975.0
golf,5,999,2,23205.0
golf,119000,1598,1,9475.0
passat,78518,1968,1,26225.0
a4,280000,1968,1,10475.0
insignia,174000,1956,1,5000.0
c-klasa,125000,1991,2,26225.0
insignia,225000,1956,1,11725.0
fabia,144422,1198,2,4475.0
e-klasa,116000,1991,2,29750.0
megane,190000,1598,2,5000.0
astra,200398,1598,2,2225.0
a4,265000,1968,1,7725.0
passat,224300,1968,1,4875.0
insignia,285900,1956,1,5725.0
sportage,152000,1975,2,6225.0
leon,44727,1498,2,19225.0
megane,109000,1598,2,6225.0
fiesta,201000,1250,2,4225.0
fiesta,219666,1388,2,1500.0
sportage,238556,1998,2,10475.0
seria-5,167891,1995,1,28725.0
seria-1,155072,1599,2,4997.5
seria-5,191902,1995,1,26000.0
fabia,66791,999,2,13100.0
golf,193000,1390,2,5225.0
passat,96000,1968,1,20874.75
leon,177000,1595,2,3950.0
seria-3,285000,1995,1,7975.0
c-klasa,198965,1796,2,7375.0
astra,117950,1598,2,4975.0
sportage,41435,1591,2,22125.0
focus,61326,1499,1,11950.0
a4,239000,1968,1,11225.0
sportage,180000,1998,1,12625.0
insignia,122000,1956,1,11500.0
leon,1,1498,2,27557.0
mondeo,140000,1999,2,5975.0
seria-3,248008,2000,2,4975.0
fabia,44826,999,0,10625.0
passat,291000,1896,1,2300.0
insignia,230000,1956,1,8675.0
e-klasa,83561,1950,1,32475.0
a6,256575,1968,1,13249.75
insignia,180000,1956,1,9225.0
leon,87000,1968,1,10725.0
focus,244000,998,2,3999.75
octavia,88500,1968,1,19975.0
mondeo,231000,1997,1,7375.0
corsa,144000,1398,2,5475.0
seria-1,250000,1995,1,8475.0
octavia,174650,1968,1,15975.0
corsa,114104,1398,0,8725.0
megane,7,1332,2,24350.0
astra,199999,1364,2,6324.75
megane,167000,1998,2,7625.0
a4,293724,1968,1,15475.0
megane,38000,1332,2,16250.0
golf,220000,1896,1,3725.0
golf,194400,1595,2,3650.0
clio,299000,1400,2,2450.0
seria-3,286500,1995,1,4625.0
ceed,226000,1991,1,4975.0
qashqai,198000,1461,1,7475.0
astra,169000,1400,2,5925.0
a3,44071,1498,2,26225.0
octavia,205000,1968,1,3475.0
sportage,61200,1598,1,19450.0
megane,166730,1461,1,8725.0
clio,221400,1149,2,2375.0
fiesta,173269,1242,2,2225.0
astra,180000,1598,2,5725.0
a6,55277,1968,1,36225.0
c-klasa,303272,2148,1,1575.0
seria-3,215000,1995,1,4975.0
clio,9392,999,2,16975.0
focus,160000,1997,1,13700.0
focus,64000,999,2,11475.0
astra,159000,1364,2,7499.75
astra,68000,1399,2,13999.75
fabia,116440,1198,2,3975.0
seria-3,123000,1997,2,19475.0
fiesta,144500,1242,2,4475.0
seria-5,180000,1995,1,14675.0
sportage,232000,1998,1,6725.0
fiesta,220000,1560,1,5425.0
ceed,10860,1368,2,16975.0
astra,88000,1598,1,14000.0
megane,54000,1461,1,18975.0
octavia,99126,1968,1,24975.0
insignia,191000,1956,1,10375.0
octavia,14600,1395,2,16475.0
octavia,215000,1598,1,4200.0
a4,214000,1968,1,24250.0
leon,94735,1395,2,17475.0
focus,5,999,2,23075.0
sportage,37000,1598,1,24975.0
astra,99000,1364,2,6725.0
i30,187000,1396,2,8225.0
octavia,178000,1390,2,4475.0
fiesta,33000,1596,2,15375.0
golf,300000,1272,0,650.0
corsa,191991,1364,0,2625.0
seria-3,152449,1995,1,17475.0
c-klasa,143630,2148,1,5125.0
corsa,195252,998,2,2125.0
megane,158000,1598,2,2875.0
i30,145000,1396,2,3975.0
a3,141000,1798,2,7499.75
a4,290000,2698,1,7475.0
seria-3,117000,1499,2,16250.0
passat,73000,1984,2,17375.0
focus,137193,1498,1,11475.0
octavia,1,1498,2,30082.0
astra,44960,1399,2,15725.0
golf,244400,1390,2,3875.0
astra,136000,1364,2,6725.0
ceed,148000,1396,2,4725.0
leon,5,1498,2,27085.0
insignia,197000,1956,1,9225.0
astra,27000,1399,2,14749.75
mondeo,223000,1560,1,8725.0
passat,260700,1968,1,8225.0
seria-3,130000,1997,2,19175.0
a3,239000,1968,1,8975.0
astra,176228,1598,1,11224.75
fabia,73650,1198,2,4725.0
octavia,250290,1984,2,5700.0
sportage,189880,1685,1,13225.0
focus,168000,1498,1,9725.0
seria-3,172000,1995,1,7100.0
seria-5,224000,1995,1,15000.0
mondeo,207230,1999,2,4750.0
seria-3,30200,1995,1,29975.0
astra,130500,1398,2,7625.0
megane,47064,1197,2,17475.0
golf,171123,1968,1,9975.0
a6,179683,1968,1,18725.0
a6,282000,2000,1,13749.75
sportage,152000,1975,2,7100.0
insignia,275500,1956,1,6725.0
corsa,5,1199,2,15975.0
golf,123000,1400,2,18825.0
octavia,131908,1968,1,19725.0
corsa,73000,1229,2,5300.0
octavia,72500,1968,1,18975.0
corsa,59000,1229,2,10200.0
a3,29768,1498,2,29475.0
a3,190000,1595,2,4350.0
golf,262000,1595,0,3875.0
qashqai,133900,1997,2,7374.75
passat,204000,1968,1,15975.0
c-klasa,20800,1991,2,36475.0
qashqai,187000,1598,2,5975.0
ceed,79842,1368,2,15725.0
octavia,149000,1968,1,23975.0
passat,194000,1968,1,17249.75
megane,38000,1461,1,20725.0
focus,119000,1596,0,11200.0
a4,234900,1595,2,3950.0
passat,199999,1968,1,15475.0
a3,135000,1798,2,9475.0
qashqai,130000,1618,2,18475.0
