model,mileage,vol_engine,fuel,price(usd)
22,50880,1995,1,36975.0
1,184000,1984,2,10725.0
20,220000,1598,2,5625.0
9,133100,999,0,9225.0
17,202485,1997,1,4750.0
7,160000,1389,2,1650.0
4,189000,1796,2,9237.5
15,115000,1395,2,14725.0
5,122139,1396,2,5925.0
7,6500,1199,2,12475.0
14,290000,1956,1,5475.0
16,28983,1461,1,20725.0
1,203000,1968,1,11925.0
2,297000,2671,2,11223.75
17,192000,1999,2,4975.0
15,137100,1598,1,13975.0
17,180000,1999,2,6875.0
5,182300,1582,1,3975.0
13,46108,1368,2,15575.0
13,41217,1353,2,22225.0
14,129000,1956,1,9475.0
2,123000,1984,2,17875.0
1,195000,1968,1,20625.0
12,146244,1598,1,11974.75
16,77700,1461,1,7000.0
21,47950,1499,2,24975.0
1,305000,1595,0,1225.0
16,5,1332,2,22187.5
7,157000,1398,2,6225.0
14,263000,1956,1,6125.0
13,5,1482,2,24150.0
5,108203,1396,1,9975.0
12,216546,1896,1,2325.0
9,1,1000,2,18087.5
22,199000,1995,1,13426.75
3,92901,1598,1,13475.0
19,171000,1968,1,14000.0
0,260000,1595,2,5555.5
22,288100,1995,1,4225.0
3,135295,1598,1,11975.0
1,179300,1968,1,21475.0
22,144000,1995,1,6000.0
24,145977,1591,2,18475.0
3,173000,1598,0,6125.0
6,99720,1461,1,9525.0
7,145000,1229,2,4100.0
1,260000,1984,2,2875.0
9,92000,1598,1,6119.25
9,48500,999,2,7475.0
19,218000,1598,1,8225.0
17,260000,1999,2,6500.0
21,30000,1499,2,18725.0
18,151000,1968,1,17475.0
20,172422,1598,1,9875.0
6,130000,898,2,6475.0
16,136642,1197,2,7112.5
3,200455,1956,1,9225.0
1,277000,1968,1,3975.0
13,249407,1582,1,2750.0
14,197200,1956,1,5625.0
17,200000,1798,2,2487.5
9,114970,1390,2,6975.0
14,208000,1956,1,11225.0
15,118000,1984,2,18750.0
10,114000,1299,2,2999.75
4,110000,1799,2,2625.0
3,260000,1796,0,975.0
12,178989,1598,1,16199.75
12,198000,1598,1,5475.0
19,106000,1968,1,28375.0
17,214729,1997,1,14725.0
1,287000,1968,1,7725.0
22,180000,1796,2,2749.75
19,263000,1968,1,6225.0
22,278700,1995,1,4550.0
11,238000,1596,0,750.0
0,202085,1984,2,4975.0
17,191000,1997,1,13975.0
18,198000,1598,1,7500.0
7,179500,1248,1,3125.0
11,202800,1596,2,3500.0
0,247000,1896,1,5975.0
11,280000,1997,1,5975.0
22,51570,1998,2,34975.0
7,127000,1229,2,2350.0
19,252300,1968,1,4725.0
19,251000,1968,1,22000.0
11,170000,1600,2,4075.0
1,179497,1798,2,6975.0
22,223000,1995,2,5475.0
2,95034,2698,1,1625.0
24,177000,1685,1,12722.5
5,5000,1598,1,21125.0
5,177000,1582,1,3225.0
17,318000,1997,1,4725.0
10,173000,1300,2,2225.0
7,183000,1229,2,3247.5
19,195432,1595,2,2162.5
3,152765,1364,2,6247.5
9,290000,1390,2,1475.0
3,181000,1364,2,5975.0
3,189500,1598,2,6725.0
1,260000,1781,2,4725.0
24,188000,1995,1,19975.0
11,180000,1997,1,6975.0
23,257000,1995,1,5475.0
3,87000,1598,1,11225.0
16,192800,1390,2,1125.0
12,5,999,2,23135.0
1,245000,2400,2,2500.0
1,240000,1984,2,2975.0
20,111000,1600,1,3925.0
6,24880,1461,1,10375.0
3,49000,1399,2,16725.0
18,180211,1968,1,15959.25
14,177000,1956,1,17499.75
1,97000,1984,2,31975.0
0,151664,1968,1,2625.0
22,325104,1995,2,6450.0
17,255214,1753,1,4175.0
2,221573,1984,2,2725.0
1,208000,1968,1,16975.0
12,146500,1781,2,2000.0
0,290000,1595,2,3300.0
1,290000,1968,1,9999.75
2,135000,2000,2,22500.0
24,165000,1991,1,1975.0
3,205500,1598,1,8975.0
16,80883,1598,2,5975.0
6,110560,898,2,8725.0
20,126000,1598,1,14925.0
12,265000,1896,1,550.0
23,323477,1995,1,12250.0
12,146660,1390,2,4725.0
18,192613,1598,1,13699.75
24,5,1591,2,26475.0
9,151000,999,2,7875.0
4,234052,1796,2,3725.0
18,115000,1896,1,4475.0
22,166000,1995,1,11747.5
1,108000,1968,1,21125.0
7,176000,1229,0,3225.0
15,229000,1781,2,3225.0
1,272000,1968,1,11249.75
23,117700,2000,1,27475.0
24,174000,1685,1,13975.0
24,239255,1685,1,9625.0
7,180000,1229,2,3725.0
14,198865,1956,1,5475.0
17,217043,2000,1,7225.0
2,161600,1968,1,17475.0
11,59786,999,2,8999.75
17,260000,1798,0,1725.0
4,259958,1998,2,1187.5
20,121000,1997,2,6975.0
14,108000,1956,1,19175.0
1,192000,1968,1,18850.0
23,138500,1991,0,2225.0
2,225155,1968,1,14150.0
16,199000,1461,1,5475.0
19,116300,1984,2,3975.0
0,269400,1595,2,4650.0
1,121894,1896,1,2487.5
13,71000,1396,2,5475.0
13,206000,1396,2,4975.0
22,320000,2494,0,4475.0
18,56000,1968,1,35000.0
16,174000,1998,2,6225.0
14,182512,1956,1,7250.0
2,211000,1968,1,21975.0
6,5,999,0,18325.0
4,138000,1998,2,2175.0
15,197440,1896,1,5125.0
4,312000,1800,2,3000.0
1,283000,1984,2,2100.0
21,250000,1995,1,8600.0
13,84585,1396,2,9375.0
20,85000,1618,2,21125.0
22,106695,1998,2,31225.0
3,134000,1598,2,4000.0
20,38000,1997,2,9725.0
0,227388,1968,1,4725.0
18,217300,1984,2,1925.0
9,229864,1198,2,1100.0
13,21279,1498,2,17225.0
17,247000,2521,2,7247.0
16,59963,1998,2,19475.0
0,280000,1595,2,1499.75
1,164000,1798,2,8475.0
23,174000,1995,1,11225.0
17,165000,1997,1,14725.0
13,193000,1600,1,4225.0
22,89120,1995,1,22475.0
20,117000,1598,2,10700.0
5,99833,1396,2,5874.75
9,192610,999,0,9071.25
21,228000,1600,2,7975.0
11,118655,1499,1,13225.0
3,215000,1364,0,3475.0
23,130000,1997,2,23913.5
12,5,1498,2,29207.5
14,246000,1956,1,6749.75
2,239000,1968,1,8975.0
24,243000,1591,2,10475.0
22,199789,1995,2,4475.0
16,191810,1598,2,1612.5
6,224000,1149,2,2025.0
6,115000,898,2,7950.0
0,154000,1390,2,5875.0
15,162830,1197,2,11975.0
4,236998,1796,2,7975.0
22,143000,1499,2,20712.5
5,211574,1396,2,3750.0
18,15600,1498,2,31247.5
23,155000,1997,2,17225.0
17,105011,1997,1,17475.0
14,188000,1956,1,7975.0
3,66000,1686,1,9125.0
17,179000,2521,0,5725.0
16,264000,1998,2,1487.5
23,56760,1995,1,34475.0
3,205000,1598,2,3950.0
7,172000,1364,2,1749.75
5,34600,1353,2,19475.0
17,151121,1997,1,18725.0
4,65207,1595,2,27250.0
7,150000,1229,2,3475.0
3,149000,1364,2,9499.75
0,203000,1968,1,6500.0
3,13200,1598,2,11100.0
4,55874,2000,2,24250.0
15,215000,1968,1,11725.0
9,250000,1598,1,4424.75
16,155000,1461,1,5824.75
17,47305,1498,2,20725.0
11,190000,999,2,7975.0
16,135558,1598,2,6475.0
7,153000,1248,1,1124.75
9,94000,1198,2,3700.0
16,113330,1598,2,5725.0
12,148200,1595,2,3950.0
3,170000,1598,1,12650.0
11,162421,1499,1,10725.0
2,176000,1984,2,7975.0
3,163000,1364,2,1999.75
1,274419,1781,2,3749.75
9,35828,999,2,12375.0
6,237000,1461,1,837.5
22,192000,1995,0,2500.0
23,87000,1997,2,14499.75
18,139000,1968,1,17500.0
9,8,998,2,17375.0
3,109000,1399,2,14450.0
16,260000,1598,2,1500.0
21,76000,1496,1,18725.0
23,290000,2497,1,5725.0
0,168000,1598,1,8725.0
22,244000,1995,1,5475.0
3,102003,1364,2,6925.0
5,63000,1591,2,12975.0
11,219000,1596,2,6999.75
0,228000,1968,1,7225.0
12,132286,1390,2,6250.0
21,138000,1995,2,5225.0
19,122923,1968,1,21699.75
17,279636,1997,1,4975.0
3,86000,1598,1,14725.0
24,180000,1998,1,12225.0
18,147203,1968,1,13750.0
12,130537,1498,2,21225.0
12,127000,1595,2,6700.0
15,113000,1598,1,12125.0
19,41139,1798,2,23625.0
3,41988,1398,2,13000.0
14,100777,1956,1,19987.5
11,135540,1596,2,5625.0
23,313000,1991,2,1575.0
9,71933,999,2,12225.0
23,240053,1995,1,16225.0
10,13806,999,2,19450.0
0,287000,1968,1,4875.0
15,184000,1595,2,4475.0
19,57835,1984,2,29225.0
12,6200,999,2,22250.0
3,140420,1399,2,12475.0
5,64080,1368,2,15975.0
14,270000,1956,1,6725.0
11,158514,1560,1,5750.0
6,185611,1149,2,2175.0
19,250000,1968,1,4725.0
5,5000,1482,2,24725.0
23,111820,1997,2,15850.0
10,137210,1388,2,2225.0
12,148692,1598,1,14725.0
17,253000,2179,1,9499.5
20,206000,1995,1,10725.0
11,164000,1596,2,4450.0
12,148000,1598,1,10950.0
4,52737,1991,2,29875.0
20,157000,1598,2,10625.0
22,311000,1995,1,11225.0
0,161000,1781,2,1499.75
11,254500,1560,1,5587.5
0,269000,1595,2,6225.0
11,134850,1560,1,7975.0
17,218198,1997,1,4725.0
13,177000,1591,2,3725.0
10,126250,1596,2,8475.0
12,190000,1400,2,4500.0
15,88394,1197,2,10425.0
21,148000,1598,2,9500.0
5,190000,1582,1,9999.75
1,150000,1968,1,21750.0
7,151000,1229,2,3700.0
9,125000,1390,0,3700.0
3,194500,1598,1,7975.0
14,232300,1956,1,9475.0
15,126150,1395,2,9975.0
15,10,999,2,20183.75
1,206000,2000,1,11225.0
18,68475,1968,1,19975.0
0,260000,1968,1,4125.0
15,205000,1598,1,7499.75
22,210000,1995,1,5625.0
16,194000,1397,2,5725.0
0,230000,1595,2,3100.0
22,70000,1995,1,22140.0
16,73600,1197,2,16475.0
10,78000,1242,2,8225.0
20,66530,1332,2,22475.0
2,295000,2496,1,2225.0
8,157000,2143,1,16975.0
22,70440,1499,2,25975.0
3,149456,1598,1,9975.0
1,208328,1595,2,4725.0
11,158000,1596,0,11475.0
23,274000,1991,2,2625.0
19,292630,1896,1,4500.0
15,29800,1395,2,13000.0
7,12449,1199,2,15750.0
12,106000,1984,2,18000.0
9,5,999,2,15500.0
1,230000,1781,2,2425.0
11,118000,1499,2,10800.0
3,86100,1399,2,13475.0
14,196000,1956,1,9375.0
15,212970,1390,2,4075.0
4,233000,2143,1,7175.0
3,42738,1398,2,10475.0
12,117000,1968,1,19750.0
3,169750,1598,2,3725.0
3,205000,1686,1,2475.0
23,144000,1995,1,16050.0
20,219000,1997,2,10499.75
18,121377,1598,1,17475.0
19,201000,1968,1,18725.0
14,8500,1998,2,37475.0
3,77917,1364,0,12000.0
10,64000,1242,2,6749.75
20,198453,1598,1,9500.0
15,10,1498,2,25975.0
9,96770,1197,2,5500.0
18,159634,1968,1,16850.0
15,80000,1395,2,12125.0
16,28795,1461,1,19975.0
16,83493,1197,2,16375.0
12,100700,1197,2,6225.0
3,249000,1398,2,6475.0
20,106558,1461,1,13375.0
16,190000,1598,2,5475.0
1,112000,1968,1,22475.0
3,158695,1364,2,10225.0
16,21264,1197,2,16475.0
3,82512,1399,2,16475.0
23,117000,1995,1,24925.0
15,9797,1498,2,29475.0
16,182000,1998,0,2400.0
17,176200,2261,2,6725.0
17,245000,2179,1,9475.0
1,128900,1968,1,11475.0
20,51996,1618,2,19975.0
12,245000,1595,0,3675.0
3,195000,1364,2,6749.75
3,33600,1598,2,11750.0
2,220000,1968,1,28750.0
9,273000,1198,0,2725.0
19,69000,1390,2,10875.0
19,293887,1798,2,5504.25
24,172658,1591,2,12725.0
24,147000,1995,1,12200.0
4,189000,2597,2,4000.0
9,198000,1198,2,1675.0
3,166000,1998,2,2875.0
11,144830,1498,1,8450.0
3,161276,1956,1,10725.0
16,205000,1461,1,4475.0
17,160000,1997,1,22475.0
12,184500,1595,2,3400.0
1,211000,1781,2,6725.0
1,198963,1968,1,13975.0
19,228000,1968,1,16249.75
10,221000,1399,1,2725.0
1,250000,1800,2,3725.0
1,248600,1984,2,2975.0
3,205000,1956,1,8725.0
10,56520,1242,2,8750.0
19,217500,1968,1,17200.0
0,310000,1968,1,4000.0
7,209000,1199,2,975.0
22,240000,1995,2,4125.0
21,60500,1499,2,18225.0
20,154500,1997,2,7125.0
6,63331,1461,1,10725.0
11,310000,1560,1,1650.0
3,95000,1796,2,3225.0
20,212000,1461,1,8875.0
19,262315,1968,1,3700.0
12,220618,1390,2,5725.0
19,111901,1968,1,22625.0
16,220779,1461,1,1625.0
3,160000,1364,2,7499.75
24,82652,1995,1,19000.0
1,235714,1896,1,5225.0
19,128000,1968,1,18475.0
12,208087,1390,2,4950.0
1,227339,1968,1,7975.0
19,184579,1968,1,19975.0
3,5600,1199,2,19999.75
19,224177,1968,1,4600.0
17,101000,1997,1,15225.0
7,98970,1398,2,5747.5
6,161000,1461,1,8725.0
22,190000,1995,2,4725.0
12,75000,1390,2,4749.75
3,257872,1995,1,499.75
12,210094,1390,2,2975.0
24,17452,1591,2,27475.0
22,128000,1995,1,7475.0
24,21000,1591,2,23500.0
10,173000,1242,2,3975.0
6,25000,898,2,9999.25
3,129000,1364,2,6475.0
11,148000,1796,2,1249.75
18,140865,1395,2,17475.0
12,239000,1598,2,1975.0
14,182000,1956,1,21000.0
21,282000,1995,1,3250.0
11,129000,1500,2,12475.0
0,200000,1984,2,8725.0
2,82091,1968,1,34975.0
3,177125,1796,2,1497.5
1,3320,1984,2,29750.0
16,133000,1598,1,13875.0
10,169076,1242,2,4249.75
13,51879,1396,2,8975.0
14,252200,1956,1,6000.0
3,260000,1796,0,2475.0
7,9168,1199,2,14725.0
2,315000,2393,2,6350.0
22,127000,1991,2,10000.0
1,318000,1968,1,4975.0
15,263300,1968,1,3825.0
11,79430,1498,1,12625.0
2,175000,1984,2,16225.0
3,46586,1598,2,11725.0
9,168000,1598,1,4225.0
13,111300,1396,2,6975.0
19,69429,1395,2,21225.0
12,119000,1984,2,10500.0
3,227734,1598,2,937.5
7,67000,1199,2,1550.0
18,43515,1395,2,18725.0
2,180000,1968,1,11475.0
11,159000,1596,2,12225.0
11,179000,1596,2,2247.5
18,107807,1598,1,14449.75
0,118000,1798,2,17725.0
6,214000,1149,2,2725.0
6,263485,1149,2,1150.0
12,134428,1968,1,17225.0
3,164000,1598,2,4950.0
4,187000,2143,1,13475.0
17,33672,1499,0,13250.0
22,182000,1995,2,5725.0
3,268000,1686,1,5725.0
18,158000,1968,1,21975.0
20,62000,1197,2,19125.0
22,205451,1995,2,4725.0
22,188000,1995,2,8725.0
21,69795,1598,2,12000.0
11,141255,999,2,5650.0
14,221000,1956,1,7237.5
19,136000,1968,1,16475.0
23,69000,1998,2,33475.0
8,293000,1950,1,24750.0
12,185000,1598,1,6475.0
5,129000,1582,1,9475.0
14,193000,1598,1,14425.0
18,250000,1595,2,997.5
22,180000,1995,2,1575.0
5,163700,1396,2,9475.0
23,249000,2497,1,2975.0
2,67000,1984,2,22475.0
13,23398,1368,2,14100.0
9,1,999,2,17025.0
1,205000,1968,1,13125.0
21,179600,1596,2,4125.0
11,153500,998,2,7225.0
9,98150,1197,2,5725.0
7,5,1199,2,9044.25
7,186000,998,2,2475.0
12,253021,1968,1,9725.0
18,131344,1598,1,14975.0
3,165009,1600,1,9725.0
18,230265,1595,0,4499.75
20,41900,1197,2,21975.0
3,270430,1686,1,1875.0
13,53706,1396,2,8125.0
3,180000,1796,2,2737.5
18,142850,1598,1,10762.5
23,251569,1995,1,6500.0
1,12400,1984,2,37475.0
10,1,998,2,21250.0
17,83000,1499,2,17475.0
16,34855,1461,1,20975.0
11,205230,1596,2,4700.0
21,163000,1995,2,6749.75
23,218000,2494,0,5225.0
1,98054,1798,2,17475.0
19,180000,1984,2,4249.75
23,258000,1995,1,5950.0
1,238000,1896,1,5725.0
17,199000,1997,1,19225.0
9,96777,999,0,11699.75
6,109900,1149,2,4444.25
3,214635,1956,1,6725.0
21,12000,1499,2,29625.0
19,222000,1968,1,15475.0
12,309000,1391,2,1000.0
24,180000,1995,1,17125.0
14,182540,1956,1,6725.0
5,135483,1396,0,5975.0
0,247000,1595,2,2499.75
20,274000,1598,1,8975.0
6,93000,1149,2,2975.0
17,36240,1498,2,18250.0
10,169000,1242,2,4325.0
3,44850,1398,2,8225.0
5,17495,1368,2,19975.0
6,47300,1149,2,9375.0
2,260000,1984,0,3225.0
17,132000,1997,1,18725.0
17,192500,1997,1,4850.0
6,253942,1461,1,1249.75
18,155190,1968,1,24975.0
1,120967,1984,2,10725.0
14,225000,1956,1,5725.0
7,20,1199,2,17975.0
21,182000,1496,1,13725.0
15,215252,1598,2,2800.0
4,203000,1796,0,5125.0
1,54000,1395,2,29975.0
11,262000,1560,1,3850.0
18,120132,1968,1,18225.0
22,256500,1598,2,9975.0
24,230457,1991,1,3725.0
18,78416,2000,1,20350.0
14,145000,1956,1,4975.0
10,99411,1299,2,1975.0
11,74447,999,2,10975.0
18,94000,1395,2,14900.0
0,297000,1896,1,4625.0
17,92000,1997,1,16475.0
2,99999,1984,2,30375.0
10,185000,1388,2,2225.0
3,168750,1398,2,6225.0
1,142678,1984,2,9000.0
7,200000,1398,2,4875.0
20,52466,1461,1,22750.0
23,220000,1995,1,18225.0
15,5,1498,2,25750.0
15,259000,1595,2,4375.0
20,90000,1200,2,14475.0
21,215000,1995,2,4400.0
24,126000,1998,2,13975.0
6,116000,1149,0,9975.0
10,85000,1388,2,7475.0
10,125700,998,2,6975.0
1,214000,1968,1,18000.0
3,53297,1399,2,15000.0
12,189000,1968,1,12475.0
4,293000,2143,1,6225.0
11,5,1498,2,32312.5
18,180000,1395,2,13749.75
5,86000,1396,1,11312.5
19,117400,1798,2,25975.0
12,240000,1390,2,5125.0
7,113831,1398,2,9225.0
1,76000,1984,2,20475.0
22,114200,1995,2,9075.0
16,285568,1461,1,5050.0
20,50253,1618,2,18725.0
11,168100,1596,2,2975.0
13,51000,1368,2,12249.75
21,74000,1499,2,13000.0
14,152000,1796,2,6499.75
14,175000,1956,1,7475.0
15,220000,1598,1,5250.0
14,247000,1956,1,6225.0
18,113536,1598,1,16475.0
11,53000,1596,2,6500.0
21,50661,1998,1,23725.0
20,1,1332,2,34887.5
1,246000,1968,1,8500.0
19,9,1968,1,36500.0
14,26600,1598,1,29625.0
8,75000,1950,1,35725.0
15,244500,1598,1,4375.0
3,203800,1598,2,2975.0
12,64218,1781,2,3125.0
1,150000,1968,1,22225.0
14,72500,1490,2,17375.0
3,167000,1364,2,8475.0
14,141000,1796,2,7638.75
6,197000,1149,2,1975.0
9,147000,1422,1,10225.0
22,235000,1995,1,6625.0
3,195000,1598,2,6975.0
0,127000,1197,2,8225.0
1,193233,1781,2,5475.0
14,193000,1956,1,8249.5
22,118000,1995,1,22825.0
22,150000,1995,2,6225.0
17,136000,1499,2,14500.0
3,134565,1598,2,3749.75
1,214606,1798,2,9925.0
11,122130,1499,1,12375.0
18,108650,1598,1,15225.0
18,71400,1498,2,21225.0
24,160000,1591,2,10800.0
16,216130,1390,2,1500.0
18,123883,1968,1,22966.75
12,111737,1600,1,11725.0
21,79150,1598,1,11249.75
3,269280,1998,0,2850.0
5,152000,1396,2,8975.0
12,68000,1984,2,36249.75
12,73464,1968,1,16475.0
9,160000,1197,2,8747.5
13,5,998,2,18150.0
20,95558,1197,2,15975.0
20,69452,1197,2,14725.0
3,107196,1598,1,13725.0
19,150000,1968,1,21475.0
22,195000,1997,2,13750.0
14,131600,1956,1,9000.0
14,84047,1598,2,13950.0
3,140000,1364,2,6225.0
9,125000,999,2,9999.75
5,186000,1396,2,6475.0
5,195000,1591,2,10249.75
1,54580,1984,2,30475.0
3,214000,1398,2,5450.0
18,163000,1395,2,13975.0
6,8700,999,0,15375.0
22,204000,1995,1,5250.0
18,185231,1595,2,7475.0
22,230840,1895,2,1375.0
17,153000,2000,1,6987.5
18,255000,1395,2,11250.0
19,208000,1968,1,13250.0
9,224063,1422,1,7749.75
17,132000,1997,1,22200.0
24,69817,1591,2,14375.0
11,185321,1596,2,3975.0
2,235000,2500,1,1575.0
14,140000,1956,1,7375.0
7,1,1199,2,16572.5
11,175857,1499,1,16925.0
19,289164,1968,1,4625.0
22,200000,1995,0,4900.0
3,54950,1598,1,14625.0
19,88395,1395,2,16725.0
23,200000,1995,1,15750.0
3,84000,1362,2,7999.75
24,21207,1591,2,25500.0
0,228000,1968,1,8249.75
14,100000,1956,1,21975.0
0,202000,1598,1,12975.0
17,213000,1997,1,4305.0
16,121000,1197,2,10475.0
6,130000,898,2,8725.0
23,100400,1995,1,37250.0
5,58509,1591,2,12475.0
24,13300,1591,2,22975.0
23,311000,2497,0,4975.0
0,258295,1968,1,9975.0
19,215000,1984,2,6100.0
20,192000,1598,1,13900.0
22,131500,1995,2,6750.0
22,194789,1995,1,18725.0
20,211239,1461,1,7975.0
16,63000,1332,2,15750.0
24,107213,1995,2,24975.0
4,150000,1598,1,20975.0
15,135000,1390,2,4650.0
7,35258,1398,2,6749.75
2,260000,2393,2,3975.0
3,236000,1598,2,2125.0
21,164512,1995,1,13200.0
3,152000,1598,2,7975.0
0,180000,1968,1,19500.0
6,67500,1197,2,9999.75
7,71291,1398,2,8375.0
18,14291,1395,2,21975.0
3,315000,1796,0,1875.0
17,231000,2179,1,5475.0
3,237000,1598,0,6125.0
16,127825,1461,1,7000.0
10,240000,1560,1,3999.75
1,250000,1968,1,3225.0
23,25000,1995,1,37125.0
14,26719,1598,1,23225.0
9,155548,1422,1,7725.0
0,163000,1598,1,12000.0
16,37128,1332,2,19975.0
11,170000,1596,2,4475.0
1,144500,2000,1,23975.0
2,239000,1968,1,19975.0
17,240000,1997,1,8000.0
22,240905,1995,1,6000.0
21,109000,1995,1,12750.0
22,265000,2171,2,3225.0
0,204000,1598,1,8225.0
16,85982,1598,2,7225.0
14,189000,1798,2,6975.0
9,73340,999,0,13200.0
1,264350,1968,1,8475.0
2,163350,2773,2,8225.0
10,107000,1242,2,4747.5
3,208000,1598,1,9450.0
20,80700,1197,2,16875.0
21,89955,1499,2,32475.0
14,106420,1490,2,18125.25
13,149000,1591,2,4725.0
17,288000,1997,1,5997.5
6,37000,898,2,13725.0
8,270000,1997,1,4000.0
5,228000,1582,1,7999.75
14,188000,1956,1,11225.0
1,268700,1781,2,6825.0
21,50000,1499,2,13750.0
2,193050,1968,1,17375.0
17,168962,2000,1,17475.0
22,124477,1995,1,7475.0
1,163000,1984,2,6125.0
0,209000,1968,1,7750.0
12,280000,1390,2,375.0
3,152584,1364,2,6725.0
13,51369,1396,2,9625.0
21,90000,1995,2,6725.0
19,199999,1968,1,18749.75
3,105000,1598,2,7997.5
10,142514,1242,2,2575.0
22,258000,1995,0,4225.0
7,152131,1229,2,8950.0
19,183000,1968,1,15975.0
3,180500,1598,1,10249.5
1,230500,1968,1,17975.0
12,160000,1390,2,5650.0
15,112000,1395,2,12475.0
19,80763,1968,1,23974.75
18,170000,1197,2,8425.0
19,285000,1968,1,2725.0
12,191000,1595,2,3725.0
9,183641,1422,1,7975.0
5,158188,1991,1,4975.0
22,227000,1995,2,5125.0
17,169500,1997,1,16724.75
10,127000,1242,2,5475.0
0,165000,1798,2,5875.0
1,215000,1968,1,10800.0
22,215000,1995,2,4749.75
6,155000,1998,0,6475.0
17,75000,1596,2,8225.0
13,131551,1396,2,6250.0
16,5,1332,2,21100.0
6,139000,1197,2,10725.0
15,293521,1900,1,3975.0
14,239000,1956,1,6874.75
24,172111,1998,2,10475.0
20,200000,1997,2,6475.0
13,196000,1582,1,8475.0
11,80688,1596,2,9725.0
20,168720,1598,1,21225.0
0,271210,1968,1,6200.0
19,140500,1968,1,20000.0
1,327000,1896,1,2725.0
4,69300,1991,2,27475.0
10,171000,1242,2,5499.75
3,164771,1598,1,9975.0
24,82000,1591,2,24375.0
20,135475,1598,2,10475.0
14,127000,1798,2,8475.0
24,175000,2400,2,10250.0
11,119300,1798,0,5475.0
18,137228,1395,2,16175.0
1,116000,1798,2,10475.0
23,296000,2171,2,4425.0
15,73105,1984,2,26475.0
18,162900,1968,1,17475.0
16,117000,1197,2,8875.0
16,100000,1598,2,5700.0
6,119000,1149,2,3124.75
2,141000,1798,2,24975.0
3,240000,1686,1,1225.0
11,131780,1498,1,11200.0
0,55700,1498,2,35375.0
4,287000,2148,1,3225.0
17,119300,1997,1,16975.0
3,272000,1598,2,4725.0
3,199000,1686,1,8625.0
9,5,999,2,17062.5
23,235000,1995,1,14725.0
9,230970,1390,2,2425.0
3,121139,1598,2,6700.0
3,7,1199,2,22495.0
11,108825,1596,0,8250.0
24,155000,1591,2,12475.0
15,112000,1197,2,9375.0
6,1,999,0,16944.0
8,282000,1796,2,6375.0
15,195884,1390,2,4200.0
9,19483,999,2,12250.0
11,180000,1560,1,1850.0
16,205000,1598,2,4975.0
11,273000,1596,2,2625.0
20,228000,1598,1,8950.0
5,73072,1368,2,16475.0
14,270000,1956,1,5250.0
19,156000,1968,1,18625.0
13,11450,1482,2,27000.0
16,120225,1397,2,6750.0
4,156000,1991,2,28750.0
24,7,1598,2,28200.0
10,154000,1299,2,2325.0
23,193200,1995,1,17499.75
16,234000,1461,1,5625.0
24,180000,1975,2,8175.0
21,287000,1995,2,4125.0
20,210900,1461,1,5999.75
1,255000,1995,1,6625.0
4,104000,1799,2,4500.0
10,49071,1242,2,9750.0
14,181891,1998,2,8100.0
22,155773,1995,2,4725.0
8,255000,1796,2,3100.0
19,243000,1968,1,10700.0
3,65000,999,2,11725.0
1,71660,1395,2,22975.0
22,16200,1998,2,19750.0
11,215000,1560,1,3075.0
12,163000,1595,2,5475.0
20,164000,1997,2,7325.0
21,24604,1499,2,37500.0
12,240000,1272,2,2975.0
4,159800,1796,2,2850.0
1,122216,1798,2,8975.0
9,104332,1390,2,2875.0
22,168024,1796,2,1625.0
9,84093,1197,2,12475.0
12,191000,1595,2,3874.75
22,140500,1995,2,5625.0
19,88900,1984,2,12875.0
3,200000,1598,2,3975.0
18,169450,1968,1,12975.0
15,218300,1896,1,3475.0
20,55300,1197,2,19475.0
16,279000,1870,1,4000.0
13,30233,1998,2,29975.0
6,142015,1149,2,2975.0
22,320000,1995,1,6475.0
10,134000,998,2,7725.0
6,180000,1200,2,1999.75
17,132000,1596,2,8725.0
0,228698,1968,1,5475.0
12,194259,1598,1,12475.0
19,148000,1968,1,21225.0
10,48812,998,2,11725.0
3,202,1199,2,19225.0
0,266000,1595,0,1249.75
9,90000,1197,2,8725.0
18,52190,1984,2,29999.75
11,129000,1498,1,9975.0
17,246700,1999,2,4950.0
18,107128,1395,2,17475.0
0,191033,1984,2,4249.75
16,116230,1598,2,9975.0
19,74900,1798,2,27475.0
15,129400,1598,1,14725.0
1,159000,1968,1,20650.0
0,193000,1595,2,7247.5
12,200000,1197,2,1225.0
20,40092,1332,2,24625.0
12,178932,1598,2,2325.0
17,192000,1798,2,2475.0
2,304000,2393,0,5625.0
22,258000,1995,1,6975.0
22,173000,1796,2,2800.0
22,204000,1951,1,3225.0
1,237530,1984,2,2975.0
17,229000,1997,1,4725.0
22,101000,1995,1,24975.0
3,191000,1956,1,8725.0
16,132729,1598,0,6500.0
3,17372,1399,2,15875.25
13,1,1498,2,22100.0
0,215000,1984,2,2999.75
9,147000,1422,1,9975.0
19,100980,1968,1,21725.0
12,210000,1595,0,6425.0
0,150000,1395,2,13175.0
2,145000,1968,1,22601.25
14,195908,1796,2,7750.0
12,243100,1390,2,3237.5
20,39386,1197,2,22725.0
22,235000,1995,2,5499.75
14,124013,1956,1,9750.0
8,180000,2143,1,12000.0
22,218896,1995,1,6475.0
16,39000,1598,0,11475.0
5,138524,1591,2,3900.0
4,206900,2143,1,7725.0
3,170000,1598,2,7975.0
12,275585,1197,2,4725.0
19,112000,1798,2,14975.0
